user_story_id,user_story_description,stakeholder_role,complexity,moscow_category,dependencies,weighted_score,final_priority,project_stage,timestamp,outcome
284,The portal should be user-friendly and accessible on both desktop and mobile devices.,General User,13,Should Have,,9.3,Medium,Planning,2024-06-25 12:33:41.308674,Approved
285,The portal should also allow for the student-athlete to communicate with coaches and teammates about scheduling conflicts or changes.,Student,19,Should Have,,9.9,Medium,Planning,2024-06-24 12:33:41.308674,Approved
288,"29.As a parent, I want to be able to receive automatic notifications when my child's grades or attendance change, so that I can stay informed and take action if necessary.",General User,30,Won’t Have,,8.0,Low,Planning,2024-06-23 12:33:41.308674,Deferred
290,Acceptance Criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2024-06-22 12:33:41.308674,Deferred
292,The system should allow parents to sign up for automatic notifications regarding their child's grades and attendance.,General User,17,Should Have,,9.7,Medium,Planning,2024-06-21 12:33:41.308674,Approved
293,The notifications should be sent in real-time when there is a change in the child's grades or attendance.,General User,18,Should Have,,9.8,Medium,Planning,2024-06-20 12:33:41.308674,Approved
294,"The notifications should include specific details about the change, such as the new grade or the reason for the absence.",General User,20,Should Have,,10.0,Medium,Planning,2024-06-19 12:33:41.308674,Approved
295,The system should provide a clear and easy-to-use interface for parents to view their child's grades and attendance history.,General User,19,Should Have,,9.9,Medium,Planning,2024-06-18 12:33:41.308674,Approved
298,"30.As a student, I want to be able to access resources for mental health and well-being, such as counselling services or mindfulness activities, so that I can manage stress and feel supported in my academic journey.",Student,36,Won’t Have,,8.6,Low,Planning,2024-06-17 12:33:41.308674,Deferred
300,Acceptance Criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2024-06-16 12:33:41.308674,Deferred
302,The platform should have a dedicated section for mental health and well-being resources.,General User,13,Should Have,,9.3,Medium,Planning,2024-06-15 12:33:41.308674,Approved
303,"The mental health resources provided should be varied and cater to different needs, such as counselling services, support groups, and mindfulness activities.",General User,22,Should Have,,10.2,Medium,Planning,2024-06-14 12:33:41.308674,Approved
304,The platform should provide clear instructions on how to access these resources and how to seek help if needed.,General User,19,Should Have,,9.9,Medium,Planning,2024-06-13 12:33:41.308674,Approved
305,The platform should respect the privacy and confidentiality of students seeking mental health support and provide options for anonymous or confidential communication with mental health professionals.,Student,26,Should Have,,10.6,Medium,Planning,2024-06-12 12:33:41.308674,Approved
309,"31.As a teacher, I want to be able to easily track and report on student participation in class discussions and group activities, so that I can assess their engagement and understanding.",Teacher,31,Won’t Have,,8.1,Low,Planning,2024-06-11 12:33:41.308674,Deferred
311,Acceptance Criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2024-06-10 12:33:41.308674,Deferred
313,The system should allow teachers to create discussion forums and group activities easily.,Teacher,13,Should Have,,9.3,Medium,Planning,2024-06-09 12:33:41.308674,Approved
314,The system should track the number of times each student participates in discussions and group activities.,Student,16,Should Have,,9.6,Medium,Planning,2024-06-08 12:33:41.308674,Approved
315,"The system should generate reports on student participation in discussions and group activities, including the number of times they participated and the quality of their contributions.",Student,26,Should Have,,10.6,Medium,Planning,2024-06-07 12:33:41.308674,Approved
316,"The system should allow teachers to provide feedback on student participation in discussions and group activities, including areas for improvement and strengths.",Teacher,22,Should Have,,10.2,Medium,Planning,2024-06-06 12:33:41.308674,Approved
320,"32.As a teacher, I want to be able to create and administer online quizzes that adapt to each student's ability level, so that I can provide personalized feedback and support.",Teacher,30,Won’t Have,,8.0,Low,Planning,2024-06-05 12:33:41.308674,Deferred
322,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2024-06-04 12:33:41.308674,Deferred
324,The online quiz platform should be able to adjust the difficulty level of questions based on the student's previous answers and performance to provide a personalized experience.,Student,27,Should Have,,10.7,Medium,Planning,2024-06-03 12:33:41.308674,Approved
325,"The platform should have a feature that allows teachers to create and assign quizzes to their students, and the students should be able to access them easily.",Teacher,27,Should Have,,10.7,Medium,Planning,2024-06-02 12:33:41.308674,Approved
326,The quiz platform should have an automatic grading system that provides instant feedback to students on their answers and overall performance.,Student,21,Should Have,,10.1,Medium,Planning,2024-06-01 12:33:41.308674,Approved
327,"The quiz platform should have a feature that enables teachers to review and analyze the performance data of their students on a per-quiz and per-question basis, to identify areas for improvement and assess their engagement and understanding.",Teacher,37,Should Have,,11.7,Medium,Planning,2024-05-31 12:33:41.308674,Approved
330,"33.As a student, I want to be able to access a virtual reality lab that allows me to explore scientific concepts and phenomena in a more immersive and interactive way.",Student,30,Won’t Have,,8.0,Low,Planning,2024-05-30 12:33:41.308674,Deferred
332,Acceptance Criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2024-05-29 12:33:41.308674,Deferred
334,"The virtual reality lab should be easily accessible and compatible with commonly used VR devices, such as Oculus Rift, HTC Vive, or Google Cardboard.",General User,24,Should Have,,10.4,Medium,Planning,2024-05-28 12:33:41.308674,Approved
335,"The lab should provide a variety of simulations and experiments that cover a range of scientific disciplines, such as physics, chemistry, and biology.",General User,23,Should Have,,10.3,Medium,Planning,2024-05-27 12:33:41.308674,Approved
336,"The lab should offer interactive and hands-on activities that allow students to manipulate objects, conduct experiments, and observe phenomena in a realistic 3D environment.",Student,24,Should Have,,10.4,Medium,Planning,2024-05-26 12:33:41.308674,Approved
337,"The lab should be supported by instructional materials, such as lesson plans, guides, and assessments, that are aligned with educational standards and provide clear learning objectives.",General User,26,Should Have,,10.6,Medium,Planning,2024-05-25 12:33:41.308674,Approved
340,"34.As a parent, I want to be able to easily view and track my child's nutrition and meal choices in the school cafeteria, so that I can ensure they are making healthy choices.",General User,33,Won’t Have,,8.3,Low,Planning,2024-05-24 12:33:41.308674,Deferred
342,Acceptance Criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2024-05-23 12:33:41.308674,Deferred
344,The virtual reality lab should provide a diverse range of interactive and immersive experiences related to scientific concepts and phenomena.,General User,20,Should Have,,10.0,Medium,Planning,2024-05-22 12:33:41.308674,Approved
345,"The virtual reality lab should be accessible to all students, regardless of physical ability or location.",Student,16,Should Have,,9.6,Medium,Planning,2024-05-21 12:33:41.308674,Approved
346,The virtual reality lab should have a user-friendly interface that is easy for students to navigate and interact with.,Student,19,Should Have,,9.9,Medium,Planning,2024-05-20 12:33:41.308674,Approved
347,The virtual reality lab should provide accurate and reliable information that is consistent with established scientific principles and theories.,General User,19,Should Have,,9.9,Medium,Planning,2024-05-19 12:33:41.308674,Approved
